name,owner,language,stargazers_count,forks_count,html_url,open_issues_count,watchers_count,created_at,updated_at,license,homepage
PaddleOCR,PaddlePaddle,Python,51095,8378,https://github.com/PaddlePaddle/PaddleOCR,208,51095,2020-05-08T10:38:16Z,2025-07-01T07:56:45Z,Apache License 2.0,https://paddlepaddle.github.io/PaddleOCR/
FFmpeg,FFmpeg,C,50963,12768,https://github.com/FFmpeg/FFmpeg,3,50963,2011-04-14T14:12:38Z,2025-07-01T07:39:28Z,Other,https://ffmpeg.org/
guava,google,Java,50903,11027,https://github.com/google/guava,715,50903,2014-05-29T16:23:17Z,2025-07-01T07:44:59Z,Apache License 2.0,
kotlin,JetBrains,Kotlin,50845,5955,https://github.com/JetBrains/kotlin,190,50845,2012-02-13T17:29:58Z,2025-07-01T06:11:17Z,,https://kotlinlang.org
Docker-OSX,sickcodes,Shell,50765,2827,https://github.com/sickcodes/Docker-OSX,402,50765,2020-06-04T11:01:37Z,2025-07-01T05:20:12Z,GNU General Public License v3.0,https://hub.docker.com/r/sickcodes/docker-osx
core,vuejs,TypeScript,50689,8740,https://github.com/vuejs/core,1049,50689,2018-06-12T13:49:36Z,2025-07-01T08:13:48Z,MIT License,https://vuejs.org/
segment-anything,facebookresearch,Jupyter Notebook,50654,5959,https://github.com/facebookresearch/segment-anything,580,50654,2023-03-23T17:03:03Z,2025-07-01T08:03:58Z,Apache License 2.0,
prettier,prettier,JavaScript,50653,4524,https://github.com/prettier/prettier,1445,50653,2016-11-29T17:13:37Z,2025-07-01T08:05:56Z,MIT License,https://prettier.io
trackerslist,ngosang,,50461,6656,https://github.com/ngosang/trackerslist,13,50461,2016-04-24T11:57:57Z,2025-07-01T07:21:37Z,GNU General Public License v2.0,https://ngosang.github.io/trackerslist/
grok-1,xai-org,Python,50296,8353,https://github.com/xai-org/grok-1,120,50296,2024-03-17T08:53:38Z,2025-06-30T21:45:04Z,Apache License 2.0,
jekyll,jekyll,Ruby,50275,10128,https://github.com/jekyll/jekyll,214,50275,2008-10-20T06:29:03Z,2025-07-01T07:12:04Z,MIT License,https://jekyllrb.com
marktext,marktext,JavaScript,50227,3674,https://github.com/marktext/marktext,1301,50227,2017-11-12T16:05:25Z,2025-07-01T07:43:48Z,MIT License,https://www.marktext.cc/
joplin,laurent22,TypeScript,50020,5378,https://github.com/laurent22/joplin,547,50020,2017-01-16T21:49:41Z,2025-07-01T07:40:49Z,Other,https://joplinapp.org
DefinitelyTyped,DefinitelyTyped,TypeScript,49978,30428,https://github.com/DefinitelyTyped/DefinitelyTyped,736,49978,2012-10-05T16:39:45Z,2025-07-01T05:19:53Z,Other,
powerlevel10k,romkatv,Shell,49888,2315,https://github.com/romkatv/powerlevel10k,120,49888,2019-02-24T19:09:45Z,2025-07-01T08:12:55Z,MIT License,
bulma,jgthms,CSS,49830,3944,https://github.com/jgthms/bulma,498,49830,2016-01-23T23:48:34Z,2025-07-01T05:19:28Z,MIT License,https://bulma.io
starship,starship,Rust,49731,2150,https://github.com/starship/starship,890,49731,2019-04-02T03:23:12Z,2025-07-01T08:10:55Z,ISC License,https://starship.rs
etcd,etcd-io,Go,49727,10099,https://github.com/etcd-io/etcd,325,49727,2013-07-06T21:57:21Z,2025-07-01T05:33:24Z,Apache License 2.0,https://etcd.io
chinese-poetry,chinese-poetry,JavaScript,49716,10051,https://github.com/chinese-poetry/chinese-poetry,125,49716,2016-09-02T03:32:25Z,2025-07-01T07:16:36Z,MIT License,https://awesome-poetry.top/
ImHex,WerWolv,C++,49635,2177,https://github.com/WerWolv/ImHex,245,49635,2020-11-10T14:27:00Z,2025-07-01T06:38:02Z,GNU General Public License v2.0,https://imhex.werwolv.net
Ghost,TryGhost,JavaScript,49634,10886,https://github.com/TryGhost/Ghost,154,49634,2013-05-04T11:09:13Z,2025-07-01T08:03:19Z,MIT License,https://ghost.org
gitea,go-gitea,Go,49320,5886,https://github.com/go-gitea/gitea,2710,49320,2016-11-01T02:13:26Z,2025-07-01T08:13:46Z,MIT License,https://gitea.com
awesome-ios,vsouza,Swift,49244,6910,https://github.com/vsouza/awesome-ios,9,49244,2014-07-10T16:03:45Z,2025-07-01T05:37:40Z,MIT License,http://awesomeios.dev
go-ethereum,ethereum,Go,49218,20939,https://github.com/ethereum/go-ethereum,317,49218,2013-12-26T13:05:46Z,2025-07-01T07:18:56Z,GNU Lesser General Public License v3.0,https://geth.ethereum.org
first-contributions,firstcontributions,,49128,87722,https://github.com/firstcontributions/first-contributions,135,49128,2016-09-20T14:35:09Z,2025-07-01T08:07:48Z,MIT License,https://firstcontributions.github.io
hiring-without-whiteboards,poteto,JavaScript,48865,3792,https://github.com/poteto/hiring-without-whiteboards,23,48865,2017-03-15T05:09:01Z,2025-07-01T05:37:47Z,MIT License,
cypress,cypress-io,TypeScript,48737,3305,https://github.com/cypress-io/cypress,1336,48737,2015-03-04T00:46:28Z,2025-07-01T00:28:26Z,MIT License,https://cypress.io
alist,AlistGo,Go,48651,8020,https://github.com/AlistGo/alist,576,48651,2020-12-23T17:40:29Z,2025-07-01T08:02:21Z,GNU Affero General Public License v3.0,https://alistgo.com
mastodon,mastodon,Ruby,48512,7206,https://github.com/mastodon/mastodon,4162,48512,2016-02-22T15:01:25Z,2025-07-01T05:20:26Z,GNU Affero General Public License v3.0,https://joinmastodon.org
hacker-scripts,NARKOZ,JavaScript,48484,6649,https://github.com/NARKOZ/hacker-scripts,68,48484,2015-11-21T19:05:09Z,2025-07-01T05:37:07Z,,
Motrix,agalwood,JavaScript,48266,4675,https://github.com/agalwood/Motrix,757,48266,2018-12-18T11:45:05Z,2025-07-01T08:11:08Z,MIT License,https://motrix.app
GPT-SoVITS,RVC-Boss,Python,48260,5308,https://github.com/RVC-Boss/GPT-SoVITS,902,48260,2024-01-14T18:05:21Z,2025-07-01T07:17:36Z,MIT License,
RxJava,ReactiveX,Java,48197,7607,https://github.com/ReactiveX/RxJava,15,48197,2013-01-08T20:11:48Z,2025-07-01T07:50:53Z,Apache License 2.0,
moment,moment,JavaScript,48097,7054,https://github.com/moment/moment,284,48097,2011-03-01T02:46:06Z,2025-06-30T20:29:40Z,MIT License,momentjs.com
pocketbase,pocketbase,Go,48027,2417,https://github.com/pocketbase/pocketbase,18,48027,2022-07-05T06:06:21Z,2025-07-01T08:13:50Z,MIT License,https://pocketbase.io
dayjs,iamkun,JavaScript,47924,2363,https://github.com/iamkun/dayjs,1131,47924,2018-04-10T09:26:44Z,2025-07-01T06:17:17Z,MIT License,https://day.js.org
awesome-wechat-weapp,justjavac,,47880,8781,https://github.com/justjavac/awesome-wechat-weapp,2,47880,2016-09-22T20:04:48Z,2025-07-01T07:34:52Z,GNU General Public License v3.0,
PowerShell,PowerShell,C#,47833,7692,https://github.com/PowerShell/PowerShell,1223,47833,2016-01-13T23:41:35Z,2025-07-01T04:38:32Z,MIT License,https://microsoft.com/PowerShell
professional-programming,charlax,Python,47719,3794,https://github.com/charlax/professional-programming,1,47719,2015-11-07T05:07:52Z,2025-07-01T07:59:44Z,MIT License,
100-Days-Of-ML-Code,Avik-Jain,,47526,10968,https://github.com/Avik-Jain/100-Days-Of-ML-Code,62,47526,2018-07-05T09:11:43Z,2025-07-01T07:33:03Z,MIT License,
algorithm-visualizer,algorithm-visualizer,JavaScript,47483,7372,https://github.com/algorithm-visualizer/algorithm-visualizer,70,47483,2016-05-15T00:27:45Z,2025-06-30T19:40:32Z,MIT License,https://algorithm-visualizer.org/
OpenManus,FoundationAgents,Python,47451,8276,https://github.com/FoundationAgents/OpenManus,553,47451,2025-03-06T14:08:14Z,2025-07-01T08:14:55Z,MIT License,https://openmanus.github.io/
julia,JuliaLang,Julia,47271,5603,https://github.com/JuliaLang/julia,5006,47271,2011-04-21T07:01:50Z,2025-07-01T07:15:49Z,MIT License,https://julialang.org/
big-list-of-naughty-strings,minimaxir,Python,47246,2154,https://github.com/minimaxir/big-list-of-naughty-strings,108,47246,2015-08-08T20:57:20Z,2025-06-30T19:17:00Z,MIT License,
awesome-llm-apps,Shubhamsaboo,Python,47239,5413,https://github.com/Shubhamsaboo/awesome-llm-apps,7,47239,2024-04-29T05:30:25Z,2025-07-01T08:14:38Z,Apache License 2.0,https://www.theunwindai.com
30-Days-Of-Python,Asabeneh,Python,47170,9002,https://github.com/Asabeneh/30-Days-Of-Python,194,47170,2019-11-19T17:24:16Z,2025-07-01T05:21:13Z,,
gemini-cli,google-gemini,TypeScript,46962,3828,https://github.com/google-gemini/gemini-cli,874,46962,2025-04-17T17:04:31Z,2025-07-01T08:16:38Z,Apache License 2.0,
crawl4ai,unclecode,Python,46852,4498,https://github.com/unclecode/crawl4ai,252,46852,2024-05-09T09:48:50Z,2025-07-01T08:00:23Z,Apache License 2.0,https://crawl4ai.com
cline,cline,TypeScript,46748,5964,https://github.com/cline/cline,507,46748,2024-07-06T07:28:10Z,2025-07-01T07:47:13Z,Apache License 2.0,https://marketplace.visualstudio.com/items?itemName=saoudrizwan.claude-dev
serverless,serverless,JavaScript,46726,5741,https://github.com/serverless/serverless,1247,46726,2015-04-21T03:48:40Z,2025-06-30T21:42:59Z,MIT License,https://serverless.com
autogen,microsoft,Python,46693,7090,https://github.com/microsoft/autogen,457,46693,2023-08-18T11:43:45Z,2025-07-01T08:06:32Z,Creative Commons Attribution 4.0 International,https://microsoft.github.io/autogen/
huginn,huginn,Ruby,46590,4021,https://github.com/huginn/huginn,690,46590,2013-03-10T06:00:31Z,2025-07-01T02:56:45Z,MIT License,
design-patterns-for-humans,kamranahmedse,,46578,5421,https://github.com/kamranahmedse/design-patterns-for-humans,16,46578,2017-02-16T21:24:39Z,2025-07-01T05:18:11Z,,
gogs,gogs,Go,46562,5035,https://github.com/gogs/gogs,971,46562,2014-02-12T01:57:08Z,2025-07-01T04:37:23Z,MIT License,https://gogs.io
Projects,karan,,46536,10692,https://github.com/karan/Projects,91,46536,2013-07-04T13:37:27Z,2025-07-01T06:40:25Z,MIT License,https://twitter.com/karangoel
okhttp,square,Kotlin,46481,9216,https://github.com/square/okhttp,171,46481,2012-07-23T13:42:55Z,2025-07-01T03:36:42Z,Apache License 2.0,https://square.github.io/okhttp/
react,typescript-cheatsheets,JavaScript,46417,4206,https://github.com/typescript-cheatsheets/react,1,46417,2018-06-02T04:08:16Z,2025-07-01T07:18:35Z,MIT License,https://react-typescript-cheatsheet.netlify.app
x64dbg,x64dbg,C++,46368,2550,https://github.com/x64dbg/x64dbg,600,46368,2015-04-11T20:48:23Z,2025-07-01T07:50:12Z,Other,http://x64dbg.com
json,nlohmann,C++,46267,7043,https://github.com/nlohmann/json,97,46267,2013-07-04T08:47:49Z,2025-07-01T07:48:02Z,MIT License,https://json.nlohmann.me
vaultwarden,dani-garcia,Rust,46169,2175,https://github.com/dani-garcia/vaultwarden,27,46169,2018-02-17T22:40:20Z,2025-07-01T08:10:06Z,GNU Affero General Public License v3.0,
v2ray-core,v2ray,Go,46148,8916,https://github.com/v2ray/v2ray-core,7,46148,2015-09-04T11:42:53Z,2025-07-01T04:53:52Z,MIT License,https://www.v2ray.com/
learn-regex,ziishaned,,46031,6273,https://github.com/ziishaned/learn-regex,65,46031,2017-07-22T12:21:03Z,2025-07-01T06:25:03Z,MIT License,https://gum.co/learn-regex
anything-llm,Mintplex-Labs,JavaScript,45925,4590,https://github.com/Mintplex-Labs/anything-llm,307,45925,2023-06-04T02:29:14Z,2025-07-01T07:18:52Z,MIT License,https://anythingllm.com
pandas,pandas-dev,Python,45829,18639,https://github.com/pandas-dev/pandas,3746,45829,2010-08-24T01:37:33Z,2025-07-01T05:27:05Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://pandas.pydata.org
type-challenges,type-challenges,TypeScript,45828,4995,https://github.com/type-challenges/type-challenges,32201,45828,2020-07-23T14:33:11Z,2025-07-01T07:45:24Z,MIT License,https://tsch.js.org/
query,TanStack,TypeScript,45683,3295,https://github.com/TanStack/query,120,45683,2019-09-10T19:23:58Z,2025-07-01T08:07:29Z,MIT License,https://tanstack.com/query
quill,slab,TypeScript,45611,3517,https://github.com/slab/quill,565,45611,2012-07-30T23:23:18Z,2025-07-01T08:03:35Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://quilljs.com
Fooocus,lllyasviel,Python,45571,7199,https://github.com/lllyasviel/Fooocus,265,45571,2023-08-09T18:43:40Z,2025-07-01T08:10:19Z,GNU General Public License v3.0,
terraform,hashicorp,Go,45494,9912,https://github.com/hashicorp/terraform,1944,45494,2014-03-13T22:25:48Z,2025-07-01T07:59:08Z,Other,http://developer.hashicorp.com/terraform
open-source-ios-apps,dkhamsing,,45462,5570,https://github.com/dkhamsing/open-source-ios-apps,5,45462,2015-01-26T23:32:34Z,2025-07-01T05:37:05Z,Creative Commons Zero v1.0 Universal,
pixijs,pixijs,TypeScript,45324,4865,https://github.com/pixijs/pixijs,469,45324,2013-01-21T22:40:50Z,2025-07-01T07:56:26Z,MIT License,http://pixijs.com
htmx,bigskysoftware,JavaScript,45170,1455,https://github.com/bigskysoftware/htmx,595,45170,2020-04-13T16:17:51Z,2025-07-01T07:59:10Z,Other,https://htmx.org
architecture-samples,android,Kotlin,45126,11771,https://github.com/android/architecture-samples,209,45126,2016-02-05T13:42:07Z,2025-07-01T05:11:14Z,Apache License 2.0,
lazydocker,jesseduffield,Go,45016,1430,https://github.com/jesseduffield/lazydocker,213,45016,2019-05-18T08:53:50Z,2025-07-01T07:31:47Z,MIT License,
lx-music-desktop,lyswhut,TypeScript,44893,6309,https://github.com/lyswhut/lx-music-desktop,917,44893,2019-08-14T14:31:08Z,2025-07-01T07:45:39Z,Apache License 2.0,https://lyswhut.github.io/lx-music-doc/
jest,jestjs,TypeScript,44868,6560,https://github.com/jestjs/jest,264,44868,2013-12-10T00:18:04Z,2025-07-01T07:03:45Z,MIT License,https://jestjs.io
PythonDataScienceHandbook,jakevdp,Jupyter Notebook,44849,18359,https://github.com/jakevdp/PythonDataScienceHandbook,219,44849,2016-08-10T14:24:36Z,2025-07-01T07:47:49Z,MIT License,http://jakevdp.github.io/PythonDataScienceHandbook
maybe,maybe-finance,Ruby,44809,3293,https://github.com/maybe-finance/maybe,65,44809,2024-01-01T22:23:46Z,2025-07-01T06:49:48Z,GNU Affero General Public License v3.0,https://maybefinance.com
kubernetes-the-hard-way,kelseyhightower,,44802,14974,https://github.com/kelseyhightower/kubernetes-the-hard-way,15,44802,2016-07-07T14:15:27Z,2025-07-01T08:02:14Z,Apache License 2.0,
awesome-react-components,brillout,,44775,3611,https://github.com/brillout/awesome-react-components,28,44775,2016-06-24T15:19:33Z,2025-07-01T06:19:13Z,Creative Commons Zero v1.0 Universal,
AdminLTE,ColorlibHQ,CSS,44691,18223,https://github.com/ColorlibHQ/AdminLTE,161,44691,2013-12-25T02:52:40Z,2025-07-01T04:56:36Z,MIT License,https://adminlte.io
30-Days-Of-JavaScript,Asabeneh,JavaScript,44677,10248,https://github.com/Asabeneh/30-Days-Of-JavaScript,360,44677,2019-12-23T14:07:40Z,2025-07-01T05:51:07Z,,
meteor,meteor,JavaScript,44661,5215,https://github.com/meteor/meteor,351,44661,2012-01-19T01:58:17Z,2025-07-01T05:02:06Z,Other,https://meteor.com
jadx,skylot,Java,44511,5146,https://github.com/skylot/jadx,374,44511,2013-03-18T17:08:21Z,2025-07-01T06:55:54Z,Apache License 2.0,
discourse,discourse,Ruby,44405,8564,https://github.com/discourse/discourse,90,44405,2013-01-12T00:25:55Z,2025-07-01T08:03:15Z,GNU General Public License v2.0,https://www.discourse.org
open-source-mac-os-apps,serhii-londar,,44370,2384,https://github.com/serhii-londar/open-source-mac-os-apps,117,44370,2017-11-03T02:35:33Z,2025-07-01T07:36:01Z,Creative Commons Zero v1.0 Universal,
zx,google,JavaScript,44305,1145,https://github.com/google/zx,14,44305,2021-05-05T05:50:01Z,2025-07-01T07:45:03Z,Apache License 2.0,https://google.github.io/zx/
awesome-java,akullpp,,44185,7498,https://github.com/akullpp/awesome-java,6,44185,2014-07-09T10:12:43Z,2025-07-01T07:06:58Z,Other,
dbeaver,dbeaver,Java,44180,3752,https://github.com/dbeaver/dbeaver,3035,44180,2015-10-21T08:26:28Z,2025-07-01T08:13:46Z,Apache License 2.0,https://dbeaver.io
text-generation-webui,oobabooga,Python,44166,5680,https://github.com/oobabooga/text-generation-webui,2561,44166,2022-12-21T04:17:37Z,2025-07-01T07:17:22Z,GNU Affero General Public License v3.0,https://oobabooga.gumroad.com/l/deep_reason
frontend-dev-bookmarks,dypsilon,,44109,5113,https://github.com/dypsilon/frontend-dev-bookmarks,125,44109,2013-06-22T13:23:55Z,2025-07-01T06:05:40Z,,
brew,Homebrew,Ruby,44073,10308,https://github.com/Homebrew/brew,71,44073,2016-03-06T05:08:38Z,2025-07-01T07:07:19Z,"BSD 2-Clause ""Simplified"" License",https://brew.sh
ladybird,LadybirdBrowser,C++,44067,1886,https://github.com/LadybirdBrowser/ladybird,481,44067,2024-05-30T09:18:10Z,2025-07-01T07:54:56Z,"BSD 2-Clause ""Simplified"" License",https://ladybird.org
hyper,vercel,TypeScript,44055,3529,https://github.com/vercel/hyper,1016,44055,2016-07-01T06:01:21Z,2025-07-01T02:03:29Z,MIT License,https://hyper.is
parcel,parcel-bundler,JavaScript,43895,2262,https://github.com/parcel-bundler/parcel,587,43895,2017-08-07T16:36:47Z,2025-07-01T07:23:46Z,MIT License,https://parceljs.org
odoo,odoo,Python,43878,28447,https://github.com/odoo/odoo,8431,43878,2014-05-13T15:38:58Z,2025-07-01T08:10:52Z,Other,https://www.odoo.com
CppCoreGuidelines,isocpp,CSS,43855,5494,https://github.com/isocpp/CppCoreGuidelines,254,43855,2015-08-19T20:22:52Z,2025-07-01T02:29:30Z,Other,http://isocpp.github.io/CppCoreGuidelines/CppCoreGuidelines
fuels-rs,FuelLabs,Rust,43707,1356,https://github.com/FuelLabs/fuels-rs,68,43707,2021-10-31T22:33:54Z,2025-06-30T05:18:12Z,Apache License 2.0,https://fuellabs.github.io/fuels-rs
fuels-ts,FuelLabs,TypeScript,43702,1374,https://github.com/FuelLabs/fuels-ts,66,43702,2021-09-03T18:11:03Z,2025-07-01T07:19:29Z,Apache License 2.0,https://docs.fuel.network/docs/fuels-ts/
build-web-application-with-golang,astaxie,Go,43663,10601,https://github.com/astaxie/build-web-application-with-golang,133,43663,2012-08-02T11:49:35Z,2025-07-01T06:33:44Z,"BSD 3-Clause ""New"" or ""Revised"" License",
TensorFlow-Examples,aymericdamien,Jupyter Notebook,43660,14881,https://github.com/aymericdamien/TensorFlow-Examples,225,43660,2015-11-11T14:21:19Z,2025-06-30T20:30:50Z,Other,
babel,babel,TypeScript,43638,5721,https://github.com/babel/babel,753,43638,2014-09-28T13:38:23Z,2025-07-01T05:02:50Z,MIT License,https://babel.dev
retrofit,square,HTML,43585,7320,https://github.com/square/retrofit,160,43585,2010-09-06T21:39:43Z,2025-07-01T07:03:51Z,Apache License 2.0,https://square.github.io/retrofit/
typst,typst,Rust,43581,1162,https://github.com/typst/typst,909,43581,2019-09-24T21:41:56Z,2025-07-01T08:15:45Z,Apache License 2.0,https://typst.app
react-hook-form,react-hook-form,TypeScript,43427,2224,https://github.com/react-hook-form/react-hook-form,75,43427,2019-03-05T23:47:10Z,2025-07-01T06:22:54Z,MIT License,https://react-hook-form.com
front-end-interview-handbook,yangshun,MDX,43260,5927,https://github.com/yangshun/front-end-interview-handbook,12,43260,2018-01-13T19:40:08Z,2025-07-01T07:49:38Z,MIT License,https://frontendinterviewhandbook.com
grpc,grpc,C++,43229,10835,https://github.com/grpc/grpc,1083,43229,2014-12-08T18:58:53Z,2025-07-01T08:07:12Z,Apache License 2.0,https://grpc.io
react-use,streamich,TypeScript,43210,3238,https://github.com/streamich/react-use,624,43210,2018-10-27T10:16:05Z,2025-06-30T23:31:39Z,The Unlicense,http://streamich.github.io/react-use
acme.sh,acmesh-official,Shell,43200,5278,https://github.com/acmesh-official/acme.sh,1285,43200,2015-12-26T12:56:33Z,2025-07-01T06:35:54Z,GNU General Public License v3.0,https://acme.sh
awesome-design-patterns,DovAmir,,43179,3094,https://github.com/DovAmir/awesome-design-patterns,20,43179,2018-06-04T17:47:48Z,2025-07-01T04:12:01Z,,
JeecgBoot,jeecgboot,Java,43175,15413,https://github.com/jeecgboot/JeecgBoot,31,43175,2018-11-26T10:40:00Z,2025-07-01T07:42:21Z,Apache License 2.0,http://www.jeecg.com
monaco-editor,microsoft,JavaScript,43075,3790,https://github.com/microsoft/monaco-editor,719,43075,2016-06-07T16:56:31Z,2025-07-01T07:37:22Z,MIT License,https://microsoft.github.io/monaco-editor/
Leaflet,Leaflet,JavaScript,43057,5959,https://github.com/Leaflet/Leaflet,535,43057,2010-09-22T16:57:44Z,2025-07-01T05:13:55Z,"BSD 2-Clause ""Simplified"" License",https://leafletjs.com
coolify,coollabsio,PHP,42982,2655,https://github.com/coollabsio/coolify,555,42982,2021-01-25T20:54:01Z,2025-07-01T07:59:56Z,Apache License 2.0,https://coolify.io
Rocket.Chat,RocketChat,TypeScript,42894,11903,https://github.com/RocketChat/Rocket.Chat,3318,42894,2015-05-19T07:36:09Z,2025-07-01T08:11:06Z,Other,https://rocket.chat/
awesome-cheatsheets,LeCoupa,JavaScript,42875,6486,https://github.com/LeCoupa/awesome-cheatsheets,121,42875,2017-11-09T02:47:15Z,2025-07-01T07:52:59Z,MIT License,https://lecoupa.github.io/awesome-cheatsheets/
termux-app,termux,Java,42786,4681,https://github.com/termux/termux-app,443,42786,2015-10-23T09:42:46Z,2025-07-01T07:17:40Z,Other,https://f-droid.org/en/packages/com.termux
llama_index,run-llama,Python,42728,6137,https://github.com/run-llama/llama_index,287,42728,2022-11-02T04:24:54Z,2025-07-01T08:08:32Z,MIT License,https://docs.llamaindex.ai
prisma,prisma,TypeScript,42727,1776,https://github.com/prisma/prisma,2328,42727,2019-06-20T13:33:47Z,2025-07-01T08:13:48Z,Apache License 2.0,https://www.prisma.io
metabase,metabase,Clojure,42551,5672,https://github.com/metabase/metabase,3977,42551,2015-02-02T19:25:47Z,2025-07-01T07:35:05Z,Other,https://metabase.com
ultralytics,ultralytics,Python,42528,8301,https://github.com/ultralytics/ultralytics,443,42528,2022-09-11T16:39:45Z,2025-07-01T08:16:38Z,GNU Affero General Public License v3.0,https://docs.ultralytics.com
pyenv,pyenv,Roff,42467,3187,https://github.com/pyenv/pyenv,63,42467,2012-08-31T06:57:52Z,2025-07-01T05:27:29Z,MIT License,
edex-ui,GitSquared,JavaScript,42390,2742,https://github.com/GitSquared/edex-ui,6,42390,2017-01-28T09:35:02Z,2025-07-01T08:11:39Z,GNU General Public License v3.0,
nanoGPT,karpathy,Python,42369,7077,https://github.com/karpathy/nanoGPT,296,42369,2022-12-28T00:51:12Z,2025-07-01T07:36:54Z,MIT License,
pm2,Unitech,JavaScript,42353,2648,https://github.com/Unitech/pm2,1055,42353,2013-05-21T03:25:25Z,2025-07-01T06:37:17Z,Other,https://pm2.keymetrics.io/docs/usage/quick-start/
git-flight-rules,k88hudson,,42347,3213,https://github.com/k88hudson/git-flight-rules,18,42347,2014-07-22T20:35:09Z,2025-07-01T00:42:16Z,Creative Commons Attribution Share Alike 4.0 International,
ChinaTextbook,TapXWorld,Roff,42345,9437,https://github.com/TapXWorld/ChinaTextbook,61,42345,2020-01-05T04:11:06Z,2025-07-01T08:11:09Z,,
reactjs-interview-questions,sudheerj,JavaScript,42300,9954,https://github.com/sudheerj/reactjs-interview-questions,4,42300,2018-05-31T17:17:01Z,2025-07-01T07:25:23Z,MIT License,
v2rayNG,2dust,Kotlin,42194,6125,https://github.com/2dust/v2rayNG,10,42194,2019-05-15T02:15:31Z,2025-07-01T07:48:47Z,GNU General Public License v3.0,https://v2rayng.2dust.link
memos,usememos,Go,42192,3005,https://github.com/usememos/memos,28,42192,2021-12-08T15:30:18Z,2025-07-01T07:28:08Z,MIT License,https://usememos.com
OpenBB,OpenBB-finance,Python,42153,3798,https://github.com/OpenBB-finance/OpenBB,57,42153,2020-12-20T10:46:38Z,2025-07-01T08:00:02Z,Other,https://openbb.co
Alamofire,Alamofire,Swift,41973,7619,https://github.com/Alamofire/Alamofire,53,41973,2014-07-31T05:56:19Z,2025-07-01T07:03:53Z,MIT License,
what-happens-when,alex,,41958,5712,https://github.com/alex/what-happens-when,2083,41958,2013-11-07T04:30:06Z,2025-07-01T03:37:34Z,,
nvm-windows,coreybutler,Go,41703,3542,https://github.com/coreybutler/nvm-windows,91,41703,2014-09-20T16:37:28Z,2025-07-01T07:47:19Z,MIT License,
python-patterns,faif,Python,41603,7018,https://github.com/faif/python-patterns,16,41603,2012-06-06T21:02:35Z,2025-07-01T01:57:55Z,,
yarn,yarnpkg,JavaScript,41549,2731,https://github.com/yarnpkg/yarn,2068,41549,2016-01-19T17:39:16Z,2025-07-01T02:58:31Z,Other,https://classic.yarnpkg.com
CPlusPlusThings,Light-City,C++,41463,8743,https://github.com/Light-City/CPlusPlusThings,14,41463,2019-07-14T08:45:45Z,2025-07-01T06:14:19Z,,https://light-city.github.io/stories_things/
firecrawl,mendableai,TypeScript,41460,3905,https://github.com/mendableai/firecrawl,194,41460,2024-04-15T21:02:29Z,2025-07-01T08:15:53Z,GNU Affero General Public License v3.0,https://firecrawl.dev
ClickHouse,ClickHouse,C++,41447,7438,https://github.com/ClickHouse/ClickHouse,4853,41447,2016-06-02T08:28:18Z,2025-07-01T08:02:49Z,Apache License 2.0,https://clickhouse.com
expo,expo,TypeScript,41399,7440,https://github.com/expo/expo,769,41399,2016-08-15T17:14:25Z,2025-07-01T07:23:43Z,MIT License,https://docs.expo.dev
spark,apache,Scala,41380,28655,https://github.com/apache/spark,191,41380,2014-02-25T08:00:08Z,2025-07-01T06:33:39Z,Apache License 2.0,https://spark.apache.org/
unsloth,unslothai,Python,41344,3292,https://github.com/unslothai/unsloth,671,41344,2023-11-29T16:50:09Z,2025-07-01T08:10:47Z,Apache License 2.0,https://docs.unsloth.ai/
stablediffusion,Stability-AI,Python,41249,5261,https://github.com/Stability-AI/stablediffusion,300,41249,2022-11-23T23:59:50Z,2025-07-01T04:23:37Z,MIT License,
sentry,getsentry,Python,41227,4379,https://github.com/getsentry/sentry,2452,41227,2010-08-30T22:06:41Z,2025-07-01T07:47:33Z,Other,https://sentry.io
whisper.cpp,ggml-org,C++,41182,4408,https://github.com/ggml-org/whisper.cpp,980,41182,2022-09-25T18:26:37Z,2025-07-01T08:01:35Z,MIT License,
kong,Kong,Lua,41177,4943,https://github.com/Kong/kong,140,41177,2014-11-17T23:56:08Z,2025-07-01T08:05:17Z,Apache License 2.0,https://konghq.com/install/
swiper,nolimits4web,JavaScript,41152,9735,https://github.com/nolimits4web/swiper,213,41152,2012-03-14T19:11:45Z,2025-07-01T03:28:19Z,MIT License,https://swiperjs.com
vue2-elm,bailicangdu,Vue,41133,12394,https://github.com/bailicangdu/vue2-elm,118,41133,2016-12-23T01:49:20Z,2025-06-30T20:30:24Z,GNU General Public License v2.0,https://cangdu.org/elm/
dubbo,apache,Java,41113,26519,https://github.com/apache/dubbo,884,41113,2012-06-19T07:56:02Z,2025-07-01T04:16:12Z,Apache License 2.0,https://dubbo.apache.org/
diagrams,mingrammer,Python,41112,2641,https://github.com/mingrammer/diagrams,381,41112,2020-02-02T15:23:24Z,2025-07-01T00:06:14Z,MIT License,https://diagrams.mingrammer.com
ChatGLM-6B,THUDM,Python,41079,5213,https://github.com/THUDM/ChatGLM-6B,599,41079,2023-03-13T12:00:18Z,2025-07-01T05:45:54Z,Apache License 2.0,
TTS,coqui-ai,Python,41068,5313,https://github.com/coqui-ai/TTS,14,41068,2020-05-20T15:45:28Z,2025-07-01T08:05:16Z,Mozilla Public License 2.0,http://coqui.ai
